image_id,filename,width,height,format,file_size,sha1,raw_id,source_title,source_url,author,license,genus,group,orig_width,orig_height
181,tree_0181.jpg,512,512,JPEG,107374,02f6e22c9b52d4657b4ffd6fcdb84de68888d530,253,File:Стар дъб 2.jpg,https://commons.wikimedia.org/wiki/File:%D0%A1%D1%82%D0%B0%D1%80_%D0%B4%D1%8A%D0%B1_2.jpg,Димитър Найденов / Dimìtar Nàydenov,CC BY-SA 4.0,Quercus,broadleaf,4000,3000
182,tree_0182.jpg,512,512,JPEG,97906,9709fb11def492205a7c79c37de443affa73af7f,254,File:Стар дъб 3.jpg,https://commons.wikimedia.org/wiki/File:%D0%A1%D1%82%D0%B0%D1%80_%D0%B4%D1%8A%D0%B1_3.jpg,Димитър Найденов / Dimìtar Nàydenov,CC BY-SA 4.0,Quercus,broadleaf,4000,3000
183,tree_0183.jpg,512,512,JPEG,41929,04d5000e901f0019f3157afd8443344af30d9899,255,File:2007-04-27 15-01-09 Germany Baden-Württemberg Lausheim.jpg,https://commons.wikimedia.org/wiki/File:2007-04-27_15-01-09_Germany_Baden-W%C3%BCrttemberg_Lausheim.jpg,Hansueli Krapf  This   file was uploaded  with Commonist.,CC BY-SA 3.0,,unknown,2048,1536
184,tree_0184.jpg,512,512,JPEG,95658,8bc5e2ddfec386c0acf0162ff236d5a16fb57965,256,"File:A tree South of Doel, Belgium (DSCF3807).jpg","https://commons.wikimedia.org/wiki/File:A_tree_South_of_Doel,_Belgium_(DSCF3807).jpg",Trougnouf,CC BY 4.0,,unknown,4721,3253
185,tree_0185.jpg,512,512,JPEG,113913,a60e28a66a19b4d20f4cd675cd4421cb9c75fb2a,257,"File:A tree South of Doel, Belgium (DSCF3811).jpg","https://commons.wikimedia.org/wiki/File:A_tree_South_of_Doel,_Belgium_(DSCF3811).jpg",Trougnouf,CC BY 4.0,,unknown,4936,3296
186,tree_0186.jpg,512,512,JPEG,140164,f7ccb8dbf143225bf7899835252511c305e6cb38,258,File:Adansonia digitata MS 10040.jpg,https://commons.wikimedia.org/wiki/File:Adansonia_digitata_MS_10040.jpg,Marco Schmidt[1],CC BY-SA 3.0,Adansonia,broadleaf,3456,2304
187,tree_0187.jpg,512,512,JPEG,125064,88e8191556d5778bd2ededa5890cee02a3fc018e,259,File:Adansonia digitata.jpg,https://commons.wikimedia.org/wiki/File:Adansonia_digitata.jpg,Hans Hillewaert,CC BY-SA 3.0,Adansonia,broadleaf,3208,2406
188,tree_0188.jpg,512,512,JPEG,113560,603a51c654d4880e0a06e6b8992b3ed977016d3f,260,"File:Balloërveld, natuurgebied in Drenthe 32.jpg","https://commons.wikimedia.org/wiki/File:Ballo%C3%ABrveld,_natuurgebied_in_Drenthe_32.jpg",Dominicus Johannes Bergsma,CC BY-SA 4.0,Betula,broadleaf,5101,3401
189,tree_0189.jpg,512,512,JPEG,71855,cb8b4b6a96465cd730738432e320815cc1b365b1,261,File:Baum in Kärnten 037.jpg,https://commons.wikimedia.org/wiki/File:Baum_in_K%C3%A4rnten_037.jpg,zause01,Public domain,,unknown,4000,2649
190,tree_0190.jpg,512,512,JPEG,123394,62bb46aca38f9a4ec134fd0f6d6efb46edf5e675,263,File:Breda Galderse Heide 2024-10-05-1.jpg,https://commons.wikimedia.org/wiki/File:Breda_Galderse_Heide_2024-10-05-1.jpg,Renée Kools,CC BY 4.0,,unknown,3900,2500
191,tree_0191.jpg,512,512,JPEG,99159,4b98acdaef3015a8c0251ceae9dc8a30abdcc0cc,264,File:Breda Galderse Heide 2024-10-05-2 (cropped).jpg,https://commons.wikimedia.org/wiki/File:Breda_Galderse_Heide_2024-10-05-2_(cropped).jpg,Renée Kools,CC BY 4.0,Quercus,broadleaf,4200,4200
192,tree_0192.jpg,512,512,JPEG,91574,5d657b435f4b5049ba7944bad9d3087854e1c6f3,265,File:Breda Galderse Heide 2025-01-18.jpg,https://commons.wikimedia.org/wiki/File:Breda_Galderse_Heide_2025-01-18.jpg,Renée Kools,CC BY 4.0,Quercus,broadleaf,3600,3600
193,tree_0193.jpg,512,512,JPEG,115945,34ab744d4a7d4c37414eaf41a918d755d1479a92,266,"File:Cook (AU), Trans Access Road -- 2019 -- 0650.jpg","https://commons.wikimedia.org/wiki/File:Cook_(AU),_Trans_Access_Road_--_2019_--_0650.jpg",Dietmar Rabich,CC BY-SA 4.0,,unknown,4480,6720
194,tree_0194.jpg,512,512,JPEG,151021,67f00be3bab7c31d4404adcef6687d3efdab5939,267,File:Deidesheim Marlachwiesen 005 2021 04 24.jpg,https://commons.wikimedia.org/wiki/File:Deidesheim_Marlachwiesen_005_2021_04_24.jpg,Friedrich Haag,CC BY-SA 4.0,,unknown,2092,2867
195,tree_0195.jpg,512,512,JPEG,97363,b6aa1b112b334e285577419a94331879a77d7130,268,"File:Dülmen, Börnste, Sonnenaufgang -- 2020 -- 6080-4.jpg","https://commons.wikimedia.org/wiki/File:D%C3%BClmen,_B%C3%B6rnste,_Sonnenaufgang_--_2020_--_6080-4.jpg",Dietmar Rabich,CC BY-SA 4.0,,unknown,6633,4422
196,tree_0196.jpg,512,512,JPEG,125482,d1c01d8547ddb7406f8f31743a717dfea9372f05,269,"File:Dülmen, Börnste, Zaun an einer Weide -- 2021 -- 6870.jpg","https://commons.wikimedia.org/wiki/File:D%C3%BClmen,_B%C3%B6rnste,_Zaun_an_einer_Weide_--_2021_--_6870.jpg",Dietmar Rabich,CC BY-SA 4.0,,unknown,5973,4480
197,tree_0197.jpg,512,512,JPEG,102652,06f0377bfb02fb791d566f7a55afb7a3c39fcf95,270,"File:Dülmen, Hausdülmen, Baum -- 2022 -- 9677.jpg","https://commons.wikimedia.org/wiki/File:D%C3%BClmen,_Hausd%C3%BClmen,_Baum_--_2022_--_9677.jpg",Dietmar Rabich,CC BY-SA 4.0,Populus,broadleaf,6720,4480
198,tree_0198.jpg,512,512,JPEG,145583,00582f7ae659d63ba3890a004fc7786020355bcd,271,"File:Dülmen, Hausdülmen, Baum am Heubach -- 2016 -- 3692.jpg","https://commons.wikimedia.org/wiki/File:D%C3%BClmen,_Hausd%C3%BClmen,_Baum_am_Heubach_--_2016_--_3692.jpg",Dietmar Rabich,CC BY-SA 4.0,Populus,broadleaf,3648,5472
199,tree_0199.jpg,512,512,JPEG,82907,1d618ad14b4fd940fa2487c50d5d39c9110251a7,272,"File:Dülmen, Hausdülmen, Baum am Heubach -- 2021 -- 4762.jpg","https://commons.wikimedia.org/wiki/File:D%C3%BClmen,_Hausd%C3%BClmen,_Baum_am_Heubach_--_2021_--_4762.jpg",Dietmar Rabich,CC BY-SA 4.0,Populus,broadleaf,6680,4453
200,tree_0200.jpg,512,512,JPEG,105217,cc5b8e2bc61c59e3f40714b517ff43d1a847984b,273,"File:Dülmen, Hausdülmen, Baum am Heubach -- 2021 -- 4767.jpg","https://commons.wikimedia.org/wiki/File:D%C3%BClmen,_Hausd%C3%BClmen,_Baum_am_Heubach_--_2021_--_4767.jpg",Dietmar Rabich,CC BY-SA 4.0,Populus,broadleaf,6720,4480
201,tree_0201.jpg,512,512,JPEG,76728,b3ae6ea531e532df82b2a66fb7030260d794e641,274,"File:Dülmen, Hausdülmen, Baum am Heubach -- 2021 -- 4769 (bw).jpg","https://commons.wikimedia.org/wiki/File:D%C3%BClmen,_Hausd%C3%BClmen,_Baum_am_Heubach_--_2021_--_4769_(bw).jpg",Dietmar Rabich,CC BY-SA 4.0,Populus,broadleaf,6720,4480
202,tree_0202.jpg,512,512,JPEG,99603,3f7344fb913281f1c72bab47a156c757e6ac0777,276,"File:Dülmen, Hausdülmen, Baum am Heubach -- 2021 -- 4771.jpg","https://commons.wikimedia.org/wiki/File:D%C3%BClmen,_Hausd%C3%BClmen,_Baum_am_Heubach_--_2021_--_4771.jpg",Dietmar Rabich,CC BY-SA 4.0,Populus,broadleaf,4480,6720
203,tree_0203.jpg,512,512,JPEG,117857,076819d71f0c5e162bfd3395ee117a0dd93a82a9,280,"File:Dülmen, Hausdülmen, Brücke am Strandbadweg -- 2021 -- 4869.jpg","https://commons.wikimedia.org/wiki/File:D%C3%BClmen,_Hausd%C3%BClmen,_Br%C3%BCcke_am_Strandbadweg_--_2021_--_4869.jpg",Dietmar Rabich,CC BY-SA 4.0,,unknown,6720,4480
204,tree_0204.jpg,512,512,JPEG,99373,fb9687a37194873a127441bcd0a9e0aab1804a66,281,"File:Dülmen, Hausdülmen, Heubach -- 2019 -- 3269.jpg","https://commons.wikimedia.org/wiki/File:D%C3%BClmen,_Hausd%C3%BClmen,_Heubach_--_2019_--_3269.jpg",Dietmar Rabich,CC BY-SA 4.0,Populus,broadleaf,4478,6717
205,tree_0205.jpg,512,512,JPEG,117798,9674ce8d9b97dc59e7e58f1f756dd34f06256641,282,"File:Dülmen, Hausdülmen, Heubach -- 2020 -- 6351.jpg","https://commons.wikimedia.org/wiki/File:D%C3%BClmen,_Hausd%C3%BClmen,_Heubach_--_2020_--_6351.jpg",Dietmar Rabich,CC BY-SA 4.0,Populus,broadleaf,4480,6720
206,tree_0206.jpg,512,512,JPEG,122670,2d15da8b987874f649d74e021a49aae0f39b1517,283,"File:Dülmen, Hausdülmen, Heubach -- 2020 -- 6353.jpg","https://commons.wikimedia.org/wiki/File:D%C3%BClmen,_Hausd%C3%BClmen,_Heubach_--_2020_--_6353.jpg",Dietmar Rabich,CC BY-SA 4.0,Populus,broadleaf,4480,6720
207,tree_0207.jpg,512,512,JPEG,132331,5a6b42a798233849684f393aa0e433bf0c3ebfb6,284,"File:Dülmen, Hausdülmen, Heubach -- 2020 -- 6357.jpg","https://commons.wikimedia.org/wiki/File:D%C3%BClmen,_Hausd%C3%BClmen,_Heubach_--_2020_--_6357.jpg",Dietmar Rabich,CC BY-SA 4.0,Populus,broadleaf,6720,4480
208,tree_0208.jpg,512,512,JPEG,139507,0b2909450c8007497c8a0a86baeb56dd794bf590,285,"File:Dülmen, Hausdülmen, Heubach -- 2020 -- 6359.jpg","https://commons.wikimedia.org/wiki/File:D%C3%BClmen,_Hausd%C3%BClmen,_Heubach_--_2020_--_6359.jpg",Dietmar Rabich,CC BY-SA 4.0,Populus,broadleaf,4480,6720
209,tree_0209.jpg,512,512,JPEG,130407,2aa38577e53b02c85b775b9098b5dca19fd56287,287,"File:Dülmen, Hausdülmen, Heubach -- 2022 -- 9673.jpg","https://commons.wikimedia.org/wiki/File:D%C3%BClmen,_Hausd%C3%BClmen,_Heubach_--_2022_--_9673.jpg",Dietmar Rabich,CC BY-SA 4.0,Populus,broadleaf,5973,4480
210,tree_0210.jpg,512,512,JPEG,135544,388ac80ee3625432df1489460d29dc94a61da3f4,290,"File:Dülmen, Kirchspiel, Börnste, Baum im Feld -- 2022 -- 4590.jpg","https://commons.wikimedia.org/wiki/File:D%C3%BClmen,_Kirchspiel,_B%C3%B6rnste,_Baum_im_Feld_--_2022_--_4590.jpg",Dietmar Rabich,CC BY-SA 4.0,,unknown,6591,4394
211,tree_0211.jpg,512,512,JPEG,136070,db6f899e1e223d70e49a70fc08c368e268d663e8,291,"File:Dülmen, Kirchspiel, Dernekamp, Baum -- 2021 -- 9402.jpg","https://commons.wikimedia.org/wiki/File:D%C3%BClmen,_Kirchspiel,_Dernekamp,_Baum_--_2021_--_9402.jpg",Dietmar Rabich,CC BY-SA 4.0,,unknown,6720,4480
212,tree_0212.jpg,512,512,JPEG,139699,56d1e11fe1e228a26818d23100a7c63ce6c3fd4d,292,"File:Dülmen, Kirchspiel, Dernekamp, Baum -- 2021 -- 9412.jpg","https://commons.wikimedia.org/wiki/File:D%C3%BClmen,_Kirchspiel,_Dernekamp,_Baum_--_2021_--_9412.jpg",Dietmar Rabich,CC BY-SA 4.0,,unknown,6720,4480
213,tree_0213.jpg,512,512,JPEG,144814,92e6f878c6592359780fba7d104035d45b6b32e7,293,"File:Dülmen, Kirchspiel, Dernekamp, Baum -- 2021 -- 9413 (bw).jpg","https://commons.wikimedia.org/wiki/File:D%C3%BClmen,_Kirchspiel,_Dernekamp,_Baum_--_2021_--_9413_(bw).jpg",Dietmar Rabich,CC BY-SA 4.0,,unknown,6367,4480
214,tree_0214.jpg,512,512,JPEG,139657,532048fee6597be782fc00c3473880e00bc8a3c6,295,"File:Dülmen, Kirchspiel, Dernekamp, Bäume im Sonnenaufgang -- 2023 -- 6318-22.jpg","https://commons.wikimedia.org/wiki/File:D%C3%BClmen,_Kirchspiel,_Dernekamp,_B%C3%A4ume_im_Sonnenaufgang_--_2023_--_6318-22.jpg",Dietmar Rabich,CC BY-SA 4.0,,unknown,6719,4479
215,tree_0215.jpg,512,512,JPEG,155924,2043b191b12a71868150abc563d5aeaa2b2bc2dd,296,"File:Dülmen, Kirchspiel, Dernekamp, Bäume im Sonnenaufgang -- 2023 -- 6333-7.jpg","https://commons.wikimedia.org/wiki/File:D%C3%BClmen,_Kirchspiel,_Dernekamp,_B%C3%A4ume_im_Sonnenaufgang_--_2023_--_6333-7.jpg",Dietmar Rabich,CC BY-SA 4.0,,unknown,4454,5568
216,tree_0216.jpg,512,512,JPEG,108002,bc23ae78b497f277793f1ab706d5c50858dacd29,298,"File:Dülmen, Kirchspiel, Feld am Oedlerteich -- 2017 -- 5998.jpg","https://commons.wikimedia.org/wiki/File:D%C3%BClmen,_Kirchspiel,_Feld_am_Oedlerteich_--_2017_--_5998.jpg",Dietmar Rabich,CC BY-SA 4.0,,unknown,5472,3648
217,tree_0217.jpg,512,512,JPEG,103421,0c421133b53d1fc7450e1c0668fa15cd09e65cea,299,"File:Dülmen, Kirchspiel, Feld am Oedlerteich -- 2017 -- 6001.jpg","https://commons.wikimedia.org/wiki/File:D%C3%BClmen,_Kirchspiel,_Feld_am_Oedlerteich_--_2017_--_6001.jpg",Dietmar Rabich,CC BY-SA 4.0,,unknown,5472,3648
218,tree_0218.jpg,512,512,JPEG,124650,8ded85e5839bf26d624d3fdde6cab5aa3c8eb891,303,"File:Dülmen, Kirchspiel, Naturschutzgebiet -Karthäuser Mühlenbach- -- 2015 -- 4478.jpg","https://commons.wikimedia.org/wiki/File:D%C3%BClmen,_Kirchspiel,_Naturschutzgebiet_-Karth%C3%A4user_M%C3%BChlenbach-_--_2015_--_4478.jpg",Dietmar Rabich,CC BY-SA 4.0,,unknown,3456,5184
219,tree_0219.jpg,512,512,JPEG,114127,7ea43a98d805f52b015f5a5b954f5a8f96fa8038,304,"File:Dülmen, Kirchspiel, Naturschutzgebiet -Karthäuser Mühlenbach- -- 2015 -- 4479.jpg","https://commons.wikimedia.org/wiki/File:D%C3%BClmen,_Kirchspiel,_Naturschutzgebiet_-Karth%C3%A4user_M%C3%BChlenbach-_--_2015_--_4479.jpg",Dietmar Rabich,CC BY-SA 4.0,,unknown,4143,3233
220,tree_0220.jpg,512,512,JPEG,133321,a7bf948f587709cfeef0175d13c081ef1ccd80bb,305,"File:Dülmen, Wildpark -- 2013 -- 9928.jpg","https://commons.wikimedia.org/wiki/File:D%C3%BClmen,_Wildpark_--_2013_--_9928.jpg",Dietmar Rabich,CC BY-SA 4.0,,unknown,3456,5184
221,tree_0221.jpg,512,512,JPEG,122538,8dc136046eab23ef1362e3e82886a3805e0cb315,306,"File:Dülmen, Wildpark -- 2014 -- 3832.jpg","https://commons.wikimedia.org/wiki/File:D%C3%BClmen,_Wildpark_--_2014_--_3832.jpg",Dietmar Rabich,CC BY-SA 4.0,,unknown,5472,3648
222,tree_0222.jpg,512,512,JPEG,125926,e5933a1d5be97d75a8c237b99ffca9c71e78d55d,307,"File:Dülmen, Wildpark -- 2014 -- 3841.jpg","https://commons.wikimedia.org/wiki/File:D%C3%BClmen,_Wildpark_--_2014_--_3841.jpg",Dietmar Rabich,CC BY-SA 4.0,,unknown,5472,3648
223,tree_0223.jpg,512,512,JPEG,126798,b877ea741b89bed544168c8f29f021000b4cea5a,308,"File:Dülmen, Wildpark -- 2014 -- 3849.jpg","https://commons.wikimedia.org/wiki/File:D%C3%BClmen,_Wildpark_--_2014_--_3849.jpg",Dietmar Rabich,CC BY-SA 4.0,,unknown,3419,4847
224,tree_0224.jpg,512,512,JPEG,111817,6c2e8a3460dbf66179e2e69a3df4ffdbd684c49b,309,"File:Dülmen, Wildpark -- 2014 -- 3852.jpg","https://commons.wikimedia.org/wiki/File:D%C3%BClmen,_Wildpark_--_2014_--_3852.jpg",Dietmar Rabich,CC BY-SA 4.0,,unknown,5472,3648
225,tree_0225.jpg,512,512,JPEG,113553,6a60a85dde34d6a3ec56b9038db5b7ff16d2d5e9,310,"File:Dülmen, Wildpark -- 2017 -- 6016.jpg","https://commons.wikimedia.org/wiki/File:D%C3%BClmen,_Wildpark_--_2017_--_6016.jpg",Dietmar Rabich,CC BY-SA 4.0,,unknown,5472,3648
226,tree_0226.jpg,512,512,JPEG,145399,0a626a5aa9428078217c8c6ac723c795ce3aa526,311,"File:Dülmen, Wildpark -- 2018 -- 0369.jpg","https://commons.wikimedia.org/wiki/File:D%C3%BClmen,_Wildpark_--_2018_--_0369.jpg",Dietmar Rabich,CC BY-SA 4.0,,unknown,4480,6720
227,tree_0227.jpg,512,512,JPEG,124492,15b29f56874c306e7ba5c93f72ed0a1de1e780a1,312,"File:Dülmen, Wildpark -- 2018 -- 0372.jpg","https://commons.wikimedia.org/wiki/File:D%C3%BClmen,_Wildpark_--_2018_--_0372.jpg",Dietmar Rabich,CC BY-SA 4.0,,unknown,4480,6720
228,tree_0228.jpg,512,512,JPEG,120475,6bb9ca1d10f31cc39c89467508c5aa73e24da6bf,313,"File:Dülmen, Wildpark -- 2018 -- 0377.jpg","https://commons.wikimedia.org/wiki/File:D%C3%BClmen,_Wildpark_--_2018_--_0377.jpg",Dietmar Rabich,CC BY-SA 4.0,,unknown,6720,4480
229,tree_0229.jpg,512,512,JPEG,117754,eaf3588cd96a3d4b257f1f2ab241526c443b9af9,314,"File:Dülmen, Wildpark -- 2018 -- 0380.jpg","https://commons.wikimedia.org/wiki/File:D%C3%BClmen,_Wildpark_--_2018_--_0380.jpg",Dietmar Rabich,CC BY-SA 4.0,,unknown,6720,4480
230,tree_0230.jpg,512,512,JPEG,155424,1992f43c493dbc73f2aec540e5de4fba0bc5ceb8,315,"File:Dülmen, Wildpark -- 2018 -- 2382.jpg","https://commons.wikimedia.org/wiki/File:D%C3%BClmen,_Wildpark_--_2018_--_2382.jpg",Dietmar Rabich,CC BY-SA 4.0,,unknown,6036,4024
231,tree_0231.jpg,512,512,JPEG,134750,96dae5dc189705fbc81333de2a8e611ee0fdffe2,316,"File:Dülmen, Wildpark -- 2020 -- 3427.jpg","https://commons.wikimedia.org/wiki/File:D%C3%BClmen,_Wildpark_--_2020_--_3427.jpg",Dietmar Rabich,CC BY-SA 4.0,,unknown,5937,4453
232,tree_0232.jpg,512,512,JPEG,128479,c495cebeb080bc772be56b455cfd23d5a90671c8,318,"File:Dülmen, Wildpark -- 2020 -- 3449.jpg","https://commons.wikimedia.org/wiki/File:D%C3%BClmen,_Wildpark_--_2020_--_3449.jpg",Dietmar Rabich,CC BY-SA 4.0,,unknown,5452,4362
233,tree_0233.jpg,512,512,JPEG,134746,29cff7b9e74ecae19f9c4c3458e2e96203f22f7b,319,"File:Dülmen, Wildpark -- 2020 -- 7841.jpg","https://commons.wikimedia.org/wiki/File:D%C3%BClmen,_Wildpark_--_2020_--_7841.jpg",Dietmar Rabich,CC BY-SA 4.0,,unknown,6256,4171
234,tree_0234.jpg,512,512,JPEG,136544,de1aae5e6c1e87ae39760a9771f39067290984e9,320,"File:Dülmen, Wildpark, Baum am Herzteich -- 2022 -- 0338-40.jpg","https://commons.wikimedia.org/wiki/File:D%C3%BClmen,_Wildpark,_Baum_am_Herzteich_--_2022_--_0338-40.jpg",Dietmar Rabich,CC BY-SA 4.0,Quercus,broadleaf,5955,4466
235,tree_0235.jpg,512,512,JPEG,139973,cc7abc36dccc1248ab265e0a2dc498b10b78c829,321,"File:Dülmen, Wildpark, Baum am Herzteich -- 2022 -- 0365-7.jpg","https://commons.wikimedia.org/wiki/File:D%C3%BClmen,_Wildpark,_Baum_am_Herzteich_--_2022_--_0365-7.jpg",Dietmar Rabich,CC BY-SA 4.0,Quercus,broadleaf,4463,5951
236,tree_0236.jpg,512,512,JPEG,112887,d088e2c8c01c05281fa5cac90cd283490da1b9f4,322,"File:Dülmen, Wildpark, Brücke am Herzteich -- 2026 -- 0098.jpg","https://commons.wikimedia.org/wiki/File:D%C3%BClmen,_Wildpark,_Br%C3%BCcke_am_Herzteich_--_2026_--_0098.jpg",Dietmar Rabich,CC BY-SA 4.0,Quercus,broadleaf,6769,5077
237,tree_0237.jpg,512,512,JPEG,113590,14bf0a9b0bd36bee756ea33f3e2e9d9a41f46d5b,324,"File:Dülmen, Wildpark, Rot-Eiche -- 2026 -- 0091.jpg","https://commons.wikimedia.org/wiki/File:D%C3%BClmen,_Wildpark,_Rot-Eiche_--_2026_--_0091.jpg",Dietmar Rabich,CC BY-SA 4.0,Quercus,broadleaf,5152,5152
238,tree_0238.jpg,512,512,JPEG,116837,39ce04d5796906efc931af76c86eb0cd28e7ad60,325,"File:Dülmen, Wildpark, Solitärbaum -- 2022 -- 0303.jpg","https://commons.wikimedia.org/wiki/File:D%C3%BClmen,_Wildpark,_Solit%C3%A4rbaum_--_2022_--_0303.jpg",Dietmar Rabich,CC BY-SA 4.0,,unknown,5883,4412
239,tree_0239.jpg,512,512,JPEG,123846,d2250de3a4bf8c5739ba45264318c2fc0a998b26,326,"File:Dülmen, Wildpark, Solitärbaum -- 2022 -- 0304.jpg","https://commons.wikimedia.org/wiki/File:D%C3%BClmen,_Wildpark,_Solit%C3%A4rbaum_--_2022_--_0304.jpg",Dietmar Rabich,CC BY-SA 4.0,,unknown,5960,4470
240,tree_0240.jpg,512,512,JPEG,139550,1fc1c7f313ff1c1ed6de12eedfd45a62e16cd3ac,327,File:Fig Tree Mumbwa Zambia Jul23 A7C 05647.jpg,https://commons.wikimedia.org/wiki/File:Fig_Tree_Mumbwa_Zambia_Jul23_A7C_05647.jpg,"This Photo was taken by Timothy A. Gonsalves.  Feel free to use my photos, but please mention me as the author.  I would",CC BY-SA 4.0,Ficus,broadleaf,4000,6000
241,tree_0241.jpg,512,512,JPEG,126307,efc1ce2e3f537559900a280f333ffcc10d8d34e1,328,File:Forst an der Weinstraße Weisling 003 2021 04 02.jpg,https://commons.wikimedia.org/wiki/File:Forst_an_der_Weinstra%C3%9Fe_Weisling_003_2021_04_02.jpg,Friedrich Haag,CC BY-SA 4.0,,unknown,2413,2485
242,tree_0242.jpg,512,512,JPEG,89301,e79caadfb01ade912d1649d431cb9a6d173d99a2,329,File:Galder Kerzelseweg Pinus sylvestris 2025-06-30.jpg,https://commons.wikimedia.org/wiki/File:Galder_Kerzelseweg_Pinus_sylvestris_2025-06-30.jpg,Renée Kools,CC BY 4.0,Pinus,conifer,3600,4800
243,tree_0243.jpg,512,512,JPEG,142972,0d32cb0b87c7266a13285542eadc0da3198cc10d,330,"File:Haltern am See, Flaesheim, Naturdenkmal Sommerlinde am Stiftsplatz -- 2015 -- 6660.jpg","https://commons.wikimedia.org/wiki/File:Haltern_am_See,_Flaesheim,_Naturdenkmal_Sommerlinde_am_Stiftsplatz_--_2015_--_6660.jpg",Dietmar Rabich,CC BY-SA 4.0,Tilia,broadleaf,3333,4677
244,tree_0244.jpg,512,512,JPEG,93708,65fb5623c6ac4ae856899113c426f2e792fdb65e,331,"File:Haltern am See, Sythen, Umland -- 2018 -- 0125.jpg","https://commons.wikimedia.org/wiki/File:Haltern_am_See,_Sythen,_Umland_--_2018_--_0125.jpg",Dietmar Rabich,CC BY-SA 4.0,Betula,broadleaf,6000,4000
245,tree_0245.jpg,512,512,JPEG,102082,960f345d7aaf8ab2e75ff95293ccf4536e1ea996,332,"File:Haltern am See, Sythen, Umland -- 2018 -- 0127.jpg","https://commons.wikimedia.org/wiki/File:Haltern_am_See,_Sythen,_Umland_--_2018_--_0127.jpg",Dietmar Rabich,CC BY-SA 4.0,Betula,broadleaf,6000,4000
246,tree_0246.jpg,512,512,JPEG,93399,cc899674d1c9a417e3e0728782056b983fc85822,333,"File:Haltern am See, Sythen, Umland -- 2018 -- 0128.jpg","https://commons.wikimedia.org/wiki/File:Haltern_am_See,_Sythen,_Umland_--_2018_--_0128.jpg",Dietmar Rabich,CC BY-SA 4.0,Betula,broadleaf,6000,4000
247,tree_0247.jpg,512,512,JPEG,111008,d6c16b61209ccbc0ed5dfa9097aef434bae4291e,334,"File:Haltern am See, Westruper Heide -- 2015 -- 7942-6.jpg","https://commons.wikimedia.org/wiki/File:Haltern_am_See,_Westruper_Heide_--_2015_--_7942-6.jpg",Dietmar Rabich,CC BY-SA 4.0,,unknown,5434,3609
248,tree_0248.jpg,512,512,JPEG,112978,0871414524f40a88ca1c2acb451d0910d5cd3940,336,"File:Haltern am See, Westruper Heide -- 2015 -- 8318.jpg","https://commons.wikimedia.org/wiki/File:Haltern_am_See,_Westruper_Heide_--_2015_--_8318.jpg",Dietmar Rabich,CC BY-SA 4.0,Betula,broadleaf,5472,3648
249,tree_0249.jpg,512,512,JPEG,110955,ed61e5e51b8bb434fa870048f5566ad427668919,337,"File:Haltern am See, Westruper Heide -- 2015 -- 8326-30.jpg","https://commons.wikimedia.org/wiki/File:Haltern_am_See,_Westruper_Heide_--_2015_--_8326-30.jpg",Dietmar Rabich,CC BY-SA 4.0,,unknown,5494,3669
250,tree_0250.jpg,512,512,JPEG,86375,a1cdb9912ef8009811e6260ebf866eec65c94035,339,"File:Haltern am See, Westruper Heide -- 2015 -- 8347.jpg","https://commons.wikimedia.org/wiki/File:Haltern_am_See,_Westruper_Heide_--_2015_--_8347.jpg",Dietmar Rabich,CC BY-SA 4.0,,unknown,5472,3648
251,tree_0251.jpg,512,512,JPEG,100944,0ab80c21718cce16992064c0579a0db04f65ee9d,341,File:Harstastate Hegebeintum (actm) 12.jpg,https://commons.wikimedia.org/wiki/File:Harstastate_Hegebeintum_(actm)_12.jpg,Agnes Monkelbaan,CC BY-SA 4.0,,unknown,4236,3177
252,tree_0252.jpg,512,512,JPEG,96382,c3b021bf4fae123fd7c21df68c0475d4cf06d4ab,342,File:Harstastate Hegebeintum (actm) 14.jpg,https://commons.wikimedia.org/wiki/File:Harstastate_Hegebeintum_(actm)_14.jpg,Agnes Monkelbaan,CC BY-SA 4.0,,unknown,3384,4993
253,tree_0253.jpg,512,512,JPEG,91339,cb0606efed95433c737d9058e9be745fa9c4746b,347,"File:Kakadu (AU), Kakadu National Park, Yellow Water -- 2019 -- 3983.jpg","https://commons.wikimedia.org/wiki/File:Kakadu_(AU),_Kakadu_National_Park,_Yellow_Water_--_2019_--_3983.jpg",Dietmar Rabich,CC BY-SA 4.0,,unknown,6720,4480
254,tree_0254.jpg,512,512,JPEG,119035,c3af7c76c71de9192d0eb694794c7b9ff7d7806a,348,File:Kasteeltenboschlede.jpg,https://commons.wikimedia.org/wiki/File:Kasteeltenboschlede.jpg,DirkVE,CC BY-SA 4.0,,unknown,4288,2848
255,tree_0255.jpg,512,512,JPEG,62955,e415ea96ddc3d3537392219ddc08dc76f7b753a1,349,"File:Koh Mak (island), Thailand, Solitary tree in lagoon.jpg","https://commons.wikimedia.org/wiki/File:Koh_Mak_(island),_Thailand,_Solitary_tree_in_lagoon.jpg",Vyacheslav Argenberg,CC BY 4.0,,unknown,4032,2688
